Unnamed: 0,Unnamed: 1,Kode,Mata Kuliah,SKS,No Kelas,Kuota,Dosen,Keterangan & Batasan,Jadwal (Hari / Tanggal / Waktu / Ruang / Kegiatan / Metode)
,292,WI2004,Bahasa Inggris,2,7,60,Evi Azizah Vebriyanti,FTI 2025 : 143-Teknik Pangan  Batasan:  Prodi 143 Kelas Reguler  Prodi 143 Kelas International Track  Semester 2,Edunex  -  MS Teams  Kamis  /  12 Feb 2026  /  08.00  -  09.50  /  K3 101A  /  Kuliah /  Tatap Muka Kamis  /  19 Feb 2026  /  08.00  -  09.50  /  K3 101A  /  Kuliah /  Tatap Muka Kamis  /  26 Feb 2026  /  08.00  -  09.50  /  K3 101A  /  Kuliah /  Tatap Muka Tampilkan semua  Kamis  /  5 Mar 2026  /  08.00  -  09.50  /  K3 101A  /  Kuliah /  Tatap Muka Kamis  /  12 Mar 2026  /  08.00  -  09.50  /  K3 101A  /  Kuliah /  Tatap Muka Kamis  /  19 Mar 2026  /  08.00  -  09.50  /  K3 101A  /  Kuliah /  Tatap Muka Kamis  /  26 Mar 2026  /  08.00  -  09.50  /  K3 101A  /  Kuliah /  Tatap Muka Kamis  /  2 Apr 2026  /  08.00  -  09.50  /  K3 101A  /  Kuliah /  Tatap Muka Kamis  /  9 Apr 2026  /  08.00  -  09.50  /  K3 101A  /  Kuliah /  Tatap Muka Kamis  /  16 Apr 2026  /  08.00  -  09.50  /  K3 101A  /  Kuliah /  Tatap Muka Kamis  /  23 Apr 2026  /  08.00  -  09.50  /  K3 101A  /  Kuliah /  Tatap Muka Kamis  /  30 Apr 2026  /  08.00  -  09.50  /  K3 101A  /  Kuliah /  Tatap Muka Kamis  /  7 Mei 2026  /  08.00  -  09.50  /  K3 101A  /  Kuliah /  Tatap Muka Kamis  /  14 Mei 2026  /  08.00  -  09.50  /  K3 101A  /  Kuliah /  Tatap Muka Kamis  /  21 Mei 2026  /  08.00  -  09.50  /  K3 101A  /  Kuliah /  Tatap Muka Jumat  /  22 Mei 2026  /  15.00  -  17.00  /  D2.9640  /  Kuliah /  Tatap Muka Kamis  /  28 Mei 2026  /  08.00  -  09.50  /  K3 101A  /  Kuliah /  Tatap Muka
,293,WI2004,Bahasa Inggris,2,8,55,Dana Waskita,FTTM 2025 : 122-Teknik Perminyakan-Ganesha  Batasan:  Prodi 122 Kelas Ganesha  Semester 2,Edunex  -  MS Teams  Kamis  /  12 Feb 2026  /  08.00  -  09.50  /  R. 9670  /  Kuliah /  Tatap Muka Kamis  /  19 Feb 2026  /  08.00  -  09.50  /  R. 9670  /  Kuliah /  Tatap Muka Kamis  /  26 Feb 2026  /  08.00  -  09.50  /  R. 9670  /  Kuliah /  Tatap Muka Tampilkan semua  Kamis  /  5 Mar 2026  /  08.00  -  09.50  /  R. 9670  /  Kuliah /  Tatap Muka Kamis  /  12 Mar 2026  /  08.00  -  09.50  /  R. 9670  /  Kuliah /  Tatap Muka Kamis  /  19 Mar 2026  /  08.00  -  09.50  /  R. 9670  /  Kuliah /  Tatap Muka Kamis  /  26 Mar 2026  /  08.00  -  09.50  /  R. 9670  /  Kuliah /  Tatap Muka Kamis  /  2 Apr 2026  /  08.00  -  09.50  /  R. 9670  /  Kuliah /  Tatap Muka Kamis  /  9 Apr 2026  /  08.00  -  09.50  /  R. 9670  /  Kuliah /  Tatap Muka Kamis  /  16 Apr 2026  /  08.00  -  09.50  /  R. 9670  /  Kuliah /  Tatap Muka Kamis  /  23 Apr 2026  /  08.00  -  09.50  /  R. 9670  /  Kuliah /  Tatap Muka Kamis  /  30 Apr 2026  /  08.00  -  09.50  /  R. 9670  /  Kuliah /  Tatap Muka Kamis  /  7 Mei 2026  /  08.00  -  09.50  /  R. 9670  /  Kuliah /  Tatap Muka Kamis  /  14 Mei 2026  /  08.00  -  09.50  /  R. 9670  /  Kuliah /  Tatap Muka Kamis  /  21 Mei 2026  /  08.00  -  09.50  /  R. 9670  /  Kuliah /  Tatap Muka Kamis  /  28 Mei 2026  /  08.00  -  09.50  /  R. 9670  /  Kuliah /  Tatap Muka
,294,WI2004,Bahasa Inggris,2,9,55,Untari Gunta Pertiwi,FTTM 2025 : 122-Teknik Perminyakan-Ganesha  Batasan:  Prodi 122 Kelas Ganesha  Semester 2,Edunex  -  MS Teams  Kamis  /  12 Feb 2026  /  08.00  -  09.50  /  R. 9674  /  Kuliah /  Tatap Muka Kamis  /  19 Feb 2026  /  08.00  -  09.50  /  R. 9674  /  Kuliah /  Tatap Muka Kamis  /  26 Feb 2026  /  08.00  -  09.50  /  R. 9674  /  Kuliah /  Tatap Muka Tampilkan semua  Kamis  /  5 Mar 2026  /  08.00  -  09.50  /  R. 9674  /  Kuliah /  Tatap Muka Kamis  /  12 Mar 2026  /  08.00  -  09.50  /  R. 9674  /  Kuliah /  Tatap Muka Kamis  /  19 Mar 2026  /  08.00  -  09.50  /  R. 9674  /  Kuliah /  Tatap Muka Kamis  /  26 Mar 2026  /  08.00  -  09.50  /  R. 9674  /  Kuliah /  Tatap Muka Kamis  /  2 Apr 2026  /  08.00  -  09.50  /  R. 9674  /  Kuliah /  Tatap Muka Kamis  /  9 Apr 2026  /  08.00  -  09.50  /  R. 9674  /  Kuliah /  Tatap Muka Kamis  /  16 Apr 2026  /  08.00  -  09.50  /  R. 9674  /  Kuliah /  Tatap Muka Kamis  /  23 Apr 2026  /  08.00  -  09.50  /  R. 9674  /  Kuliah /  Tatap Muka Kamis  /  30 Apr 2026  /  08.00  -  09.50  /  R. 9674  /  Kuliah /  Tatap Muka Kamis  /  7 Mei 2026  /  08.00  -  09.50  /  R. 9674  /  Kuliah /  Tatap Muka Kamis  /  14 Mei 2026  /  08.00  -  09.50  /  R. 9674  /  Kuliah /  Tatap Muka Kamis  /  21 Mei 2026  /  08.00  -  09.50  /  R. 9674  /  Kuliah /  Tatap Muka Kamis  /  28 Mei 2026  /  08.00  -  09.50  /  R. 9674  /  Kuliah /  Tatap Muka
,295,WI2004,Bahasa Inggris,2,10,40,Lusia Marliana Nurani,FTTM 2025 : 122-Teknik Perminyakan-Cirebon  Batasan:  Prodi 122 Kelas Cirebon  Semester 2,Edunex  -  MS Teams  Kamis  /  12 Feb 2026  /  08.00  -  09.50  /  K1.9680b  /  Kuliah /  Online / E-Learning Kamis  /  19 Feb 2026  /  08.00  -  09.50  /  K1.9680b  /  Kuliah /  Online / E-Learning Kamis  /  26 Feb 2026  /  08.00  -  09.50  /  K1.9680b  /  Kuliah /  Online / E-Learning Tampilkan semua  Kamis  /  5 Mar 2026  /  08.00  -  09.50  /  K1.9680b  /  Kuliah /  Online / E-Learning Kamis  /  12 Mar 2026  /  08.00  -  09.50  /  K1.9680b  /  Kuliah /  Online / E-Learning Kamis  /  26 Mar 2026  /  08.00  -  09.50  /  K1.9680b  /  Kuliah /  Online / E-Learning Kamis  /  2 Apr 2026  /  08.00  -  09.50  /  K1.9680b  /  Kuliah /  Online / E-Learning Selasa  /  7 Apr 2026  /  08.00  -  10.00  /  -  /  Kuliah /  Online / E-Learning Kamis  /  9 Apr 2026  /  08.00  -  09.50  /  K1.9680b  /  Kuliah /  Tatap Muka Kamis  /  16 Apr 2026  /  08.00  -  09.50  /  K1.9680b  /  Kuliah /  Tatap Muka Kamis  /  23 Apr 2026  /  08.00  -  09.50  /  K1.9680b  /  Kuliah /  Tatap Muka Kamis  /  30 Apr 2026  /  08.00  -  09.50  /  K1.9680b  /  Kuliah /  Tatap Muka Kamis  /  7 Mei 2026  /  08.00  -  09.50  /  K1.9680b  /  Kuliah /  Online / E-Learning Kamis  /  21 Mei 2026  /  08.00  -  09.50  /  K1.9680b  /  Kuliah /  Online / E-Learning Jumat  /  29 Mei 2026  /  08.00  -  10.00  /  -  /  Kuliah /  Online / E-Learning
,296,WI2004,Bahasa Inggris,2,11,50,Evi Azizah Vebriyanti,FTTM 2025 : 125-Teknik Metalurgi  Batasan:  Prodi 125 Kelas Reguler  Prodi 125 Kelas International Track  Semester 2,Edunex  -  MS Teams  Kamis  /  12 Feb 2026  /  10.00  -  11.50  /  A1.9604  /  Kuliah /  Tatap Muka Kamis  /  19 Feb 2026  /  10.00  -  11.50  /  A1.9604  /  Kuliah /  Tatap Muka Kamis  /  26 Feb 2026  /  10.00  -  11.50  /  A1.9604  /  Kuliah /  Tatap Muka Tampilkan semua  Kamis  /  5 Mar 2026  /  10.00  -  11.50  /  A1.9604  /  Kuliah /  Tatap Muka Kamis  /  12 Mar 2026  /  10.00  -  11.50  /  A1.9604  /  Kuliah /  Tatap Muka Kamis  /  19 Mar 2026  /  10.00  -  11.50  /  A1.9604  /  Kuliah /  Tatap Muka Kamis  /  26 Mar 2026  /  10.00  -  11.50  /  A1.9604  /  Kuliah /  Tatap Muka Kamis  /  2 Apr 2026  /  10.00  -  11.50  /  A1.9604  /  Kuliah /  Tatap Muka Kamis  /  9 Apr 2026  /  10.00  -  11.50  /  A1.9604  /  Kuliah /  Tatap Muka Kamis  /  16 Apr 2026  /  10.00  -  11.50  /  A1.9604  /  Kuliah /  Tatap Muka Kamis  /  23 Apr 2026  /  10.00  -  11.50  /  A1.9604  /  Kuliah /  Tatap Muka Kamis  /  30 Apr 2026  /  10.00  -  11.50  /  A1.9604  /  Kuliah /  Tatap Muka Kamis  /  7 Mei 2026  /  10.00  -  11.50  /  A1.9604  /  Kuliah /  Tatap Muka Kamis  /  14 Mei 2026  /  10.00  -  11.50  /  A1.9604  /  Kuliah /  Tatap Muka Kamis  /  21 Mei 2026  /  10.00  -  11.50  /  A1.9604  /  Kuliah /  Tatap Muka Sabtu  /  23 Mei 2026  /  07.00  -  09.00  /  9104  /  Kuliah /  Tatap Muka Kamis  /  28 Mei 2026  /  10.00  -  11.50  /  A1.9604  /  Kuliah /  Tatap Muka
,297,WI2004,Bahasa Inggris,2,12,50,Dana Waskita,FTTM 2025 : 125-Teknik Metalurgi  Batasan:  Prodi 125 Kelas Reguler  Prodi 125 Kelas International Track  Semester 2,Edunex  -  MS Teams  Kamis  /  12 Feb 2026  /  10.00  -  11.50  /  A1.9605  /  Kuliah /  Tatap Muka Kamis  /  19 Feb 2026  /  10.00  -  11.50  /  A1.9605  /  Kuliah /  Tatap Muka Kamis  /  26 Feb 2026  /  10.00  -  11.50  /  A1.9605  /  Kuliah /  Tatap Muka Tampilkan semua  Kamis  /  5 Mar 2026  /  10.00  -  11.50  /  A1.9605  /  Kuliah /  Tatap Muka Kamis  /  12 Mar 2026  /  10.00  -  11.50  /  A1.9605  /  Kuliah /  Tatap Muka Kamis  /  19 Mar 2026  /  10.00  -  11.50  /  A1.9605  /  Kuliah /  Tatap Muka Kamis  /  26 Mar 2026  /  10.00  -  11.50  /  A1.9605  /  Kuliah /  Online / E-Learning Kamis  /  2 Apr 2026  /  10.00  -  11.50  /  A1.9605  /  Kuliah /  Tatap Muka Kamis  /  9 Apr 2026  /  10.00  -  11.50  /  A1.9605  /  Kuliah /  Tatap Muka Kamis  /  16 Apr 2026  /  10.00  -  11.50  /  A1.9605  /  Kuliah /  Tatap Muka Kamis  /  23 Apr 2026  /  10.00  -  11.50  /  A1.9605  /  Kuliah /  Tatap Muka Kamis  /  30 Apr 2026  /  10.00  -  11.50  /  A1.9605  /  Kuliah /  Tatap Muka Kamis  /  7 Mei 2026  /  10.00  -  11.50  /  A1.9605  /  Kuliah /  Tatap Muka Kamis  /  14 Mei 2026  /  10.00  -  11.50  /  A1.9605  /  Kuliah /  Tatap Muka Kamis  /  21 Mei 2026  /  10.00  -  11.50  /  A1.9605  /  Kuliah /  Tatap Muka Kamis  /  28 Mei 2026  /  10.00  -  11.50  /  A1.9605  /  Kuliah /  Tatap Muka
,298,WI2004,Bahasa Inggris,2,13,50,Nia Kurniasih,SITH 2025 : 104-Mikrobiologi  Batasan:  Prodi 104 Kelas Reguler  Prodi 104 Kelas International Track  Semester 2,Edunex  -  MS Teams  Senin  /  9 Feb 2026  /  10.00  -  11.50  /  LTD.9658  /  Kuliah /  Tatap Muka Senin  /  16 Feb 2026  /  10.00  -  11.50  /  LTD.9658  /  Kuliah /  Tatap Muka Senin  /  23 Feb 2026  /  10.00  -  11.50  /  LTD.9658  /  Kuliah /  Tatap Muka Tampilkan semua  Senin  /  2 Mar 2026  /  10.00  -  11.50  /  LTD.9658  /  Kuliah /  Tatap Muka Senin  /  9 Mar 2026  /  10.00  -  11.50  /  LTD.9658  /  Kuliah /  Tatap Muka Senin  /  16 Mar 2026  /  10.00  -  11.50  /  LTD.9658  /  Kuliah /  Tatap Muka Senin  /  23 Mar 2026  /  10.00  -  11.50  /  LTD.9658  /  Kuliah /  Tatap Muka Senin  /  30 Mar 2026  /  10.00  -  11.50  /  LTD.9658  /  Kuliah /  Tatap Muka Senin  /  6 Apr 2026  /  10.00  -  11.50  /  LTD.9658  /  Kuliah /  Tatap Muka Senin  /  13 Apr 2026  /  10.00  -  11.50  /  LTD.9658  /  Kuliah /  Tatap Muka Senin  /  20 Apr 2026  /  10.00  -  11.50  /  LTD.9658  /  Kuliah /  Tatap Muka Senin  /  27 Apr 2026  /  10.00  -  11.50  /  LTD.9658  /  Kuliah /  Tatap Muka Senin  /  4 Mei 2026  /  10.00  -  11.50  /  LTD.9658  /  Kuliah /  Tatap Muka Senin  /  11 Mei 2026  /  10.00  -  11.50  /  LTD.9658  /  Kuliah /  Tatap Muka Senin  /  18 Mei 2026  /  10.00  -  11.50  /  LTD.9658  /  Kuliah /  Tatap Muka Senin  /  25 Mei 2026  /  10.00  -  11.50  /  LTD.9658  /  Kuliah /  Tatap Muka
,299,WI2004,Bahasa Inggris,2,14,60,Roslina Sawitri,SITH 2025 : 106-Biologi  Batasan:  Prodi 106 Kelas International Track  Prodi 106 Kelas Ganesha  Prodi 106 Kelas Cirebon  Semester 2,Edunex  -  MS Teams  Senin  /  9 Feb 2026  /  10.00  -  11.50  /  LTD.9659  /  Kuliah /  Tatap Muka Senin  /  16 Feb 2026  /  10.00  -  11.50  /  LTD.9659  /  Kuliah /  Tatap Muka Senin  /  23 Feb 2026  /  10.00  -  11.50  /  LTD.9659  /  Kuliah /  Tatap Muka Tampilkan semua  Senin  /  2 Mar 2026  /  10.00  -  11.50  /  LTD.9659  /  Kuliah /  Tatap Muka Senin  /  9 Mar 2026  /  10.00  -  11.50  /  LTD.9659  /  Kuliah /  Tatap Muka Senin  /  16 Mar 2026  /  10.00  -  11.50  /  LTD.9659  /  Kuliah /  Online / E-Learning Senin  /  23 Mar 2026  /  10.00  -  11.50  /  LTD.9659  /  Kuliah /  Tatap Muka Senin  /  30 Mar 2026  /  10.00  -  11.50  /  LTD.9659  /  Kuliah /  Online / E-Learning Senin  /  6 Apr 2026  /  10.00  -  11.50  /  LTD.9659  /  Kuliah /  Online / E-Learning Senin  /  13 Apr 2026  /  10.00  -  11.50  /  LTD.9659  /  Kuliah /  Tatap Muka Senin  /  20 Apr 2026  /  10.00  -  11.50  /  LTD.9659  /  Kuliah /  Tatap Muka Senin  /  27 Apr 2026  /  10.00  -  11.50  /  LTD.9659  /  Kuliah /  Tatap Muka Senin  /  4 Mei 2026  /  10.00  -  11.50  /  LTD.9659  /  Kuliah /  Tatap Muka Senin  /  11 Mei 2026  /  10.00  -  11.50  /  LTD.9659  /  Kuliah /  Tatap Muka Senin  /  18 Mei 2026  /  10.00  -  11.50  /  LTD.9659  /  Kuliah /  Tatap Muka Senin  /  25 Mei 2026  /  10.00  -  11.50  /  LTD.9659  /  Kuliah /  Online / E-Learning
,300,WI2004,Bahasa Inggris,2,15,60,Sutiadi Rahmansyah,SITH 2025 : 106-Biologi  Batasan:  Prodi 106 Kelas International Track  Prodi 106 Kelas Ganesha  Prodi 106 Kelas Cirebon  Semester 2,Edunex  -  MS Teams  Senin  /  9 Feb 2026  /  10.00  -  11.50  /  R U3 16  /  Kuliah /  Tatap Muka Senin  /  16 Feb 2026  /  10.00  -  11.50  /  R U3 16  /  Kuliah /  Tatap Muka Senin  /  23 Feb 2026  /  10.00  -  11.50  /  R U3 16  /  Kuliah /  Tatap Muka Tampilkan semua  Senin  /  2 Mar 2026  /  10.00  -  11.50  /  R U3 16  /  Kuliah /  Tatap Muka Senin  /  9 Mar 2026  /  10.00  -  11.50  /  R U3 16  /  Kuliah /  Tatap Muka Senin  /  16 Mar 2026  /  10.00  -  11.50  /  R U3 16  /  Kuliah /  Tatap Muka Senin  /  23 Mar 2026  /  10.00  -  11.50  /  R U3 16  /  Kuliah /  Tatap Muka Senin  /  30 Mar 2026  /  10.00  -  11.50  /  R U3 16  /  Kuliah /  Tatap Muka Senin  /  6 Apr 2026  /  10.00  -  11.50  /  R U3 16  /  Kuliah /  Tatap Muka Senin  /  13 Apr 2026  /  10.00  -  11.50  /  R U3 16  /  Kuliah /  Tatap Muka Senin  /  20 Apr 2026  /  10.00  -  11.50  /  R U3 16  /  Kuliah /  Tatap Muka Senin  /  27 Apr 2026  /  10.00  -  11.50  /  R U3 16  /  Kuliah /  Tatap Muka Senin  /  4 Mei 2026  /  10.00  -  11.50  /  R U3 16  /  Kuliah /  Tatap Muka Senin  /  11 Mei 2026  /  10.00  -  11.50  /  R U3 16  /  Kuliah /  Tatap Muka Senin  /  18 Mei 2026  /  10.00  -  11.50  /  R U3 16  /  Kuliah /  Tatap Muka Senin  /  25 Mei 2026  /  10.00  -  11.50  /  R U3 16  /  Kuliah /  Tatap Muka
,301,WI2004,Bahasa Inggris,2,16,50,Sutiadi Rahmansyah,SITH 2025 : 115-Rekayasa Kehutanan  Batasan:  Prodi 115 Kelas Reguler  Semester 2,Edunex  -  MS Teams  Senin  /  9 Feb 2026  /  08.00  -  09.50  /  K3 203A  /  Kuliah /  Tatap Muka Senin  /  16 Feb 2026  /  08.00  -  09.50  /  K3 203A  /  Kuliah /  Tatap Muka Senin  /  23 Feb 2026  /  08.00  -  09.50  /  K3 203A  /  Kuliah /  Tatap Muka Tampilkan semua  Senin  /  2 Mar 2026  /  08.00  -  09.50  /  K3 203A  /  Kuliah /  Tatap Muka Senin  /  9 Mar 2026  /  08.00  -  09.50  /  K3 203A  /  Kuliah /  Tatap Muka Senin  /  16 Mar 2026  /  08.00  -  09.50  /  K3 203A  /  Kuliah /  Tatap Muka Senin  /  23 Mar 2026  /  08.00  -  09.50  /  K3 203A  /  Kuliah /  Tatap Muka Senin  /  30 Mar 2026  /  08.00  -  09.50  /  K3 203A  /  Kuliah /  Tatap Muka Senin  /  6 Apr 2026  /  08.00  -  09.50  /  K3 203A  /  Kuliah /  Tatap Muka Senin  /  13 Apr 2026  /  08.00  -  09.50  /  K3 203A  /  Kuliah /  Tatap Muka Senin  /  20 Apr 2026  /  08.00  -  09.50  /  K3 203A  /  Kuliah /  Tatap Muka Senin  /  27 Apr 2026  /  08.00  -  09.50  /  K3 203A  /  Kuliah /  Tatap Muka Senin  /  4 Mei 2026  /  08.00  -  09.50  /  K3 203A  /  Kuliah /  Tatap Muka Senin  /  11 Mei 2026  /  08.00  -  09.50  /  K3 203A  /  Kuliah /  Tatap Muka Senin  /  18 Mei 2026  /  08.00  -  09.50  /  K3 203A  /  Kuliah /  Tatap Muka Senin  /  25 Mei 2026  /  08.00  -  09.50  /  K3 203A  /  Kuliah /  Tatap Muka
,302,WI2004,Bahasa Inggris,2,17,50,Roslina Sawitri,SITH 2025 : 115-Rekayasa Kehutanan  Batasan:  Prodi 115 Kelas Reguler  Semester 2,Edunex  -  MS Teams  Senin  /  9 Feb 2026  /  08.00  -  09.50  /  K3 203B  /  Kuliah /  Tatap Muka Senin  /  16 Feb 2026  /  08.00  -  09.50  /  K3 203B  /  Kuliah /  Tatap Muka Senin  /  23 Feb 2026  /  08.00  -  09.50  /  K3 203B  /  Kuliah /  Tatap Muka Tampilkan semua  Senin  /  2 Mar 2026  /  08.00  -  09.50  /  K3 203B  /  Kuliah /  Tatap Muka Senin  /  9 Mar 2026  /  08.00  -  09.50  /  K3 203B  /  Kuliah /  Tatap Muka Senin  /  16 Mar 2026  /  08.00  -  09.50  /  K3 203B  /  Kuliah /  Online / E-Learning Senin  /  23 Mar 2026  /  08.00  -  09.50  /  K3 203B  /  Kuliah /  Tatap Muka Senin  /  30 Mar 2026  /  08.00  -  09.50  /  K3 203B  /  Kuliah /  Online / E-Learning Senin  /  6 Apr 2026  /  08.00  -  09.50  /  K3 203B  /  Kuliah /  Online / E-Learning Senin  /  13 Apr 2026  /  08.00  -  09.50  /  K3 203B  /  Kuliah /  Tatap Muka Senin  /  20 Apr 2026  /  08.00  -  09.50  /  K3 203B  /  Kuliah /  Tatap Muka Senin  /  27 Apr 2026  /  08.00  -  09.50  /  K3 203B  /  Kuliah /  Tatap Muka Senin  /  4 Mei 2026  /  08.00  -  09.50  /  K3 203B  /  Kuliah /  Tatap Muka Senin  /  11 Mei 2026  /  08.00  -  09.50  /  K3 203B  /  Kuliah /  Tatap Muka Senin  /  18 Mei 2026  /  08.00  -  09.50  /  K3 203B  /  Kuliah /  Tatap Muka Senin  /  25 Mei 2026  /  08.00  -  09.50  /  K3 203B  /  Kuliah /  Online / E-Learning
,303,WI2004,Bahasa Inggris,2,18,40,Untari Gunta Pertiwi,"KELAS INTERNASIONAL, FTI 2025 : 130-Teknik Kimia, SF 2025 : 107-Sains dan Teknologi Farmasi, 116-Farmasi Klinik dan Komunitas  Batasan:  Prodi 130 Kelas Internasional  Prodi 107 Kelas Internasional  Prodi 116 Kelas Internasional  Semester 2",Edunex  -  MS Teams  Rabu  /  11 Feb 2026  /  08.00  -  09.50  /  R U 111  /  Kuliah /  Tatap Muka Rabu  /  18 Feb 2026  /  08.00  -  09.50  /  R U 111  /  Kuliah /  Tatap Muka Rabu  /  25 Feb 2026  /  08.00  -  09.50  /  R U 111  /  Kuliah /  Tatap Muka Tampilkan semua  Rabu  /  4 Mar 2026  /  08.00  -  09.50  /  R U 111  /  Kuliah /  Tatap Muka Rabu  /  11 Mar 2026  /  08.00  -  09.50  /  R U 111  /  Kuliah /  Tatap Muka Rabu  /  18 Mar 2026  /  08.00  -  09.50  /  R U 111  /  Kuliah /  Tatap Muka Rabu  /  25 Mar 2026  /  08.00  -  09.50  /  R U 111  /  Kuliah /  Tatap Muka Rabu  /  1 Apr 2026  /  08.00  -  09.50  /  R U 111  /  Kuliah /  Tatap Muka Rabu  /  8 Apr 2026  /  08.00  -  09.50  /  R U 111  /  Kuliah /  Tatap Muka Rabu  /  15 Apr 2026  /  08.00  -  09.50  /  R U 111  /  Kuliah /  Tatap Muka Rabu  /  22 Apr 2026  /  08.00  -  09.50  /  R U 111  /  Kuliah /  Tatap Muka Rabu  /  29 Apr 2026  /  08.00  -  09.50  /  R U 111  /  Kuliah /  Tatap Muka Rabu  /  6 Mei 2026  /  08.00  -  09.50  /  R U 111  /  Kuliah /  Tatap Muka Rabu  /  13 Mei 2026  /  08.00  -  09.50  /  R U 111  /  Kuliah /  Tatap Muka Rabu  /  20 Mei 2026  /  08.00  -  09.50  /  R U 111  /  Kuliah /  Online / E-Learning Rabu  /  27 Mei 2026  /  08.00  -  09.50  /  R U 111  /  Kuliah /  Tatap Muka
,304,WI2004,Bahasa Inggris,2,19,60,Nia Kurniasih,FMIPA 2024 : 101-Matematika  Batasan:  Prodi 101 Kelas Reguler  Semester 4,Edunex  -  MS Teams  Rabu  /  11 Feb 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  18 Feb 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  25 Feb 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Tampilkan semua  Rabu  /  4 Mar 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  11 Mar 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  18 Mar 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  25 Mar 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  1 Apr 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  8 Apr 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  15 Apr 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  22 Apr 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  29 Apr 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  6 Mei 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  13 Mei 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  20 Mei 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  27 Mei 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning
,305,WI2004,Bahasa Inggris,2,20,60,Dana Waskita,FMIPA 2024 : 101-Matematika  Batasan:  Prodi 101 Kelas Reguler  Semester 4,Edunex  -  MS Teams  Rabu  /  11 Feb 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  18 Feb 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  25 Feb 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Tampilkan semua  Rabu  /  4 Mar 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  11 Mar 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  18 Mar 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  25 Mar 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  1 Apr 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  8 Apr 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  15 Apr 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  22 Apr 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  29 Apr 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  6 Mei 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  13 Mei 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  20 Mei 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning Rabu  /  27 Mei 2026  /  10.00  -  11.50  /  -  /  Kuliah /  Online / E-Learning
